id,unit_number,unit_size,unit_balcony_size,unit_current_price,unit_construction_year,unit_scan_date,unit_status_id,project_id,unit_category_id,unit_type_id,unit_url,unit_rooms,unit_floor,sqrm_price
403,63,64,8.9,0,2021,2021-03-05,3,13,1,1,,3,11,0
404,64,64.2,8.9,0,2021,2021-03-05,3,13,1,1,,3,11,0
405,65,45.4,4.7,0,2021,2021-03-05,3,13,1,1,,2,11,0
406,66,53,4.3,0,2021,2021-03-05,3,13,1,1,,3,11,0
407,67,49.3,4.3,0,2021,2021-03-05,3,13,1,1,,2,12,0
408,68,45.4,4.7,0,2021,2021-03-05,3,13,1,1,,2,12,0
409,69,64,8.9,0,2021,2021-03-05,3,13,1,1,,3,12,0
410,70,64.2,8.9,0,2021,2021-03-05,3,13,1,1,,3,12,0
411,71,45.4,4.7,0,2021,2021-03-05,3,13,1,1,,2,12,0
412,72,53,4.3,0,2021,2021-03-05,3,13,1,1,,3,12,0
413,122,65.2,0,0,2020,2021-03-05,3,14,1,1,"",3,3,0
414,123,46.4,0,0,2020,2021-03-05,3,14,1,1,"",2,3,0
415,124,46.2,0,0,2020,2021-03-05,3,14,1,1,"",2,3,0
416,125,43.8,0,0,2020,2021-03-05,3,14,1,1,"",2,3,0
417,126,68,0,0,2020,2021-03-05,3,14,1,1,"",3,3,0
418,127,58.4,0,0,2020,2021-03-05,3,14,1,1,"",2,3,0
419,128,65.3,0,0,2020,2021-03-05,3,14,1,1,"",3,3,0
420,129,65.2,21.5,187300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-129/,3,4,2872.7
421,130,46.4,8.4,0,2020,2021-03-05,3,14,1,1,"",2,4,0
422,131,90.3,9.4,224300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-131/,4,4,2483.94
423,132,68,0,174500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-132/,3,4,2566.18
424,133,58.4,0,151550,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-133/,2,4,2595.03
425,134,65.3,10.8,177500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-134/,3,4,2718.22
426,135,65.2,10.8,179400,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-135/,3,5,2751.53
427,136,46.4,0,130300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-136/,2,5,2808.19
428,137,90.3,0,217200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-137/,4,5,2405.32
429,138,68,9.2,0,2020,2021-03-05,2,14,1,1,"",3,5,0
430,139,58.4,8.4,158200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-139/,2,5,2708.9
431,140,65.3,21.5,188400,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-140/,3,5,2885.15
432,141,65.2,0,175100,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-141/,3,6,2685.58
433,142,46.4,0,0,2020,2021-03-05,2,14,1,1,"",2,6,0
434,143,90.3,15.9,235300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-143/,4,6,2605.76
435,144,68,21.7,194800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-144/,3,6,2864.71
436,145,58.4,8.4,160200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-145/,2,6,2743.15
437,146,65.3,9.3,181900,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-146/,3,6,2785.6
438,147,65.2,9.2,183800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-147/,3,7,2819.02
439,148,46.4,8.4,0,2020,2021-03-05,2,14,1,1,"",2,7,0
440,149,90.3,26.7,0,2020,2021-03-05,2,14,1,1,"",4,7,0
441,150,68,10.9,188000,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-150/,3,7,2764.71
442,151,58.4,0,156300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-151/,2,7,2676.37
443,152,65.3,0,175500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-152/,3,7,2687.6
444,153,65.2,21.5,194600,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-153/,3,8,2984.66
445,154,46.4,8.4,0,2020,2021-03-05,3,14,1,1,"",2,8,0
446,155,90.3,9.4,256800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-155/,4,8,2843.85
447,156,68,0,183500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-156/,3,8,2698.53
448,157,58.4,0,174900,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-157/,2,8,2994.86
449,158,65.3,10.8,186200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-158/,3,8,2851.45
450,159,65.2,10.8,218500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-159/,3,9,3351.23
451,160,46.4,0,0,2020,2021-03-05,2,14,1,1,"",2,9,0
452,161,46.1,0,156150,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-161/,2,9,3387.2
453,162,43.7,0,0,2020,2021-03-05,3,14,1,1,"",2,9,0
454,163,68,9.2,192600,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-163/,3,9,2832.35
455,164,58.4,8.4,0,2020,2021-03-05,2,14,1,1,"",2,9,0
456,165,65.3,21.5,197100,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-165/,3,9,3018.38
457,166,65.4,0,184300,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-166/,3,10,2818.04
458,167,46.7,0,138800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-167/,2,10,2972.16
459,168,46.6,5.8,0,2020,2021-03-05,3,14,1,1,"",2,10,0
460,169,43.8,10.1,0,2020,2021-03-05,3,14,1,1,"",2,10,0
461,170,68.7,21.7,0,2020,2021-03-05,2,14,1,1,"",3,10,0
462,171,58.8,8.4,169000,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-171/,2,10,2874.15
463,172,65.4,9.3,0,2020,2021-03-05,2,14,1,1,"",3,10,0
464,173,65.4,9.2,0,2020,2021-03-05,3,14,1,1,"",3,11,0
465,174,46,8.4,0,2020,2021-03-05,3,14,1,1,"",2,11,0
466,175,46.6,16.6,0,2020,2021-03-05,3,14,1,1,"",2,11,0
467,176,43.8,10.1,0,2020,2021-03-05,3,14,1,1,"",2,11,0
468,177,68.7,10.9,0,2020,2021-03-05,2,14,1,1,"",3,11,0
469,178,58.1,0,163200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-178/,2,11,2808.95
470,179,65.4,0,186500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-179/,3,11,2851.68
471,180,65.4,21.5,0,2020,2021-03-05,3,14,1,1,"",3,12,0
472,181,46,8.4,0,2020,2021-03-05,3,14,1,1,"",2,12,0
473,182,46.6,9.3,0,2020,2021-03-05,3,14,1,1,"",2,12,0
474,183,43.8,0,0,2020,2021-03-05,3,14,1,1,"",2,12,0
475,184,68.7,0,194500,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-184/,3,12,2831.15
476,185,58.1,0,165100,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-185/,2,12,2841.65
477,186,65.4,10.8,195200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-186/,3,12,2984.71
478,187,65.4,10.8,0,2020,2021-03-05,2,14,1,1,"",3,13,0
479,188,46,0,0,2020,2021-03-05,2,14,1,1,"",2,13,0
480,189,46.6,0,0,2020,2021-03-05,3,14,1,1,"",2,13,0
481,190,43.8,0,136100,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-190/,2,13,3107.31
482,191,68.7,9.2,0,2020,2021-03-05,3,14,1,1,"",3,13,0
483,192,58.1,8.4,0,2020,2021-03-05,2,14,1,1,"",2,13,0
484,193,65.4,21.5,0,2020,2021-03-05,3,14,1,1,"",3,13,0
485,194,65.4,0,0,2020,2021-03-05,3,14,1,1,"",3,14,0
486,195,46,0,0,2020,2021-03-05,3,14,1,1,"",2,14,0
487,196,46.6,5.8,0,2020,2021-03-05,3,14,1,1,"",2,14,0
488,197,43.8,10.1,0,2020,2021-03-05,3,14,1,1,"",2,14,0
489,198,68.7,21.7,0,2020,2021-03-05,3,14,1,1,"",3,14,0
490,199,58.1,8.4,174800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-199/,2,14,3008.61
491,200,65.4,9.3,0,2020,2021-03-05,3,14,1,1,"",3,14,0
492,201,65.4,9.2,0,2020,2021-03-05,3,14,1,1,"",3,15,0
493,202,46,8.4,0,2020,2021-03-05,3,14,1,1,"",2,15,0
494,203,46.6,16.6,0,2020,2021-03-05,3,14,1,1,"",2,15,0
495,204,43.8,10.1,0,2020,2021-03-05,3,14,1,1,"",2,15,0
496,205,68.7,10.9,0,2020,2021-03-05,3,14,1,1,"",3,15,0
497,206,58.1,0,170900,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-206/,2,15,2941.48
498,207,65.4,0,195200,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-207/,3,15,2984.71
499,208,65.4,21.5,0,2020,2021-03-05,3,14,1,1,"",3,16,0
500,209,46,8.4,0,2020,2021-03-05,3,14,1,1,"",2,16,0
501,210,46.6,9.3,0,2020,2021-03-05,3,14,1,1,"",2,16,0
502,211,43.8,0,0,2020,2021-03-05,3,14,1,1,"",2,16,0
503,212,68.7,0,203700,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-212/,3,16,2965.07
504,213,58.1,0,172800,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-213/,2,16,2974.18
505,214,65.4,10.8,0,2020,2021-03-05,3,14,1,1,"",3,16,0
506,215,65.4,10.8,0,2020,2021-03-05,3,14,1,1,"",3,17,0
507,216,46,0,0,2020,2021-03-05,3,14,1,1,"",2,17,0
508,217,46.6,0,0,2020,2021-03-05,3,14,1,1,"",2,17,0
509,218,43.8,0,0,2020,2021-03-05,3,14,1,1,"",2,17,0
510,219,68.7,9.2,0,2020,2021-03-05,3,14,1,1,"",3,17,0
511,220,58.1,8.4,180600,2020,2021-03-05,1,14,1,1,https://www.jarvetornid.ee/flat/korter-220/,2,17,3108.43
512,221,65.4,21.5,0,2020,2021-03-05,3,14,1,1,"",3,17,0
513,222,119.6,0,0,2020,2021-03-05,3,14,1,1,"",4,18,0
514,223,160.9,37.8,0,2020,2021-03-05,3,14,1,1,"",5,18,0
515,224,123.2,17.7,0,2020,2021-03-05,3,14,1,1,"",4,18,0
516,306,194.4,,0,2021,2021-03-05,2,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/gr1C-tgM.jpeg,0,0,0
517,307,195.9,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/FflFALRF.jpeg,0,0,0
518,308,316.3,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/2dQp48K1.jpeg,0,0,0
519,309,281.2,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/nyNqiaYF.jpeg,0,0,0
520,310,107.5,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/h-GErJ8_.jpeg,0,0,11.4
521,311,120,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/0eXq3xD6.jpeg,0,0,11.4
522,312,123.3,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/uZapFEV9.jpeg,0,0,11.4
523,313,206.3,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/qm9O4KFZ.jpeg,0,0,0
524,314,149.4,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/nMopdspi.jpeg,0,0,0
525,315,79.4,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/8EaQSceM.jpeg,0,0,0
526,316,87.1,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/K0Nd4mz8.jpeg,0,0,0
527,317,111.3,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/9lJ3f0RC.jpeg,0,0,0
528,300,70.2,,12,2021,2021-03-05,5,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/D1DgO0Ij.jpeg,0,0,12
529,301,124.4,,12,2021,2021-03-05,5,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/mz3CfpSg.jpeg,0,0,12
530,302,154,,12,2021,2021-03-05,5,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/KY8RyFe2.jpeg,0,0,12
531,1,67.7,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/fYLCaoUU.jpeg,0,0,11.4
532,2,46.5,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/nim2IO9a.jpeg,0,0,11.4
533,3,91.1,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/Huiqza95.jpeg,0,0,11.4
534,4,80.4,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/0fW1HETB-1.jpeg,0,0,11.4
535,5,95.1,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/0-nBjyv5-1.jpeg,0,0,0
536,303,153.1,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/k9Zyim13.jpeg,0,0,0
537,304,65.4,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/dFmMOV0B.jpeg,0,0,0
538,305,121.4,,0,2021,2021-03-05,4,15,6,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/G3TDqvcL.jpeg,0,0,0
539,115,123.5,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/qghfs2sP.jpeg,0,0,0
540,117,167.2,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/wPvcfTzf.jpeg,0,0,11.4
541,120,58.2,,0,2021,2021-03-05,4,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/FO_ihmwu.jpeg,0,0,0
542,121,55.6,,11.4,2021,2021-03-05,5,15,4,1,https://www.jarvetornid.ee/wp-content/uploads/2019/02/bBiGJIOR.jpeg,0,0,11.4
543,1,43.7,13.4,83500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-1/,2,1,1910.76
544,2,56.7,17.3,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-2/,3,1,1693.12
545,3,25,18.4,0,2020,2021-03-05,2,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-3/,1,1,0
546,4,56.7,17.3,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-4/,3,1,1693.12
547,5,42,13.4,82900,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-5/,2,1,1973.81
548,6,43.7,9.8,0,2020,2021-03-05,2,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-6/,2,2,0
549,7,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-7/,3,2,1693.12
550,8,55.8,4.3,95000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-8/,3,2,1702.51
551,9,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-9/,3,2,1693.12
552,10,46.3,9.8,84500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-10/,2,2,1825.05
553,11,43.7,9.8,83500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-11/,2,3,1910.76
554,12,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-12/,3,3,1693.12
555,13,40.7,4.3,81500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-13/,2,3,2002.46
556,14,72,9.8,125500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-14/,4,3,1743.06
557,15,46.3,9.8,84500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-15/,2,3,1825.05
